uf75-021,137250,"0,00",259105941,28700
uf75-021,137250,"0,00",252420138,28700
uf75-021,137250,"0,00",256318441,28700
uf75-021,137250,"0,00",268008438,28700
uf75-021,137250,"0,26",253942584,28625
